"Author","Title","Category"
"Deflem","The Handbook of Social Control","Law & Criminology"
"Rowlinson","A Practical Guide to the NEC4 Engineering and Cons","Law & Criminology"
"Hall","Preparing Construction Claims","Law & Criminology"
"Lee","Violence: Causes and Cures","Law & Criminology"
"Eggleston","The NEC4 Engineering and Construction Contract: A ","Law & Criminology"
"Barnes","The Encyclopedia of Research Methods in Criminolog","Law & Criminology"
"Rorie","The Handbook of White-Collar Crime","Law & Criminology"
"Lupton","Cornes and Lupton's Design Liability in the Constr","Law & Criminology"
"de Frouville","The Handbook of International Law","Law & Criminology"
"Godwin","The FIDIC Contracts 2017","Law & Criminology"
"Mullen","Evaluating Contract Claims","Law & Criminology"
"Bernat","The Encyclopedia of Women and Crime","Law & Criminology"
"Rimai","Extracting Value from Your Patent Portfolio","Law & Criminology"
"Isba","Rapid Infectious Diseases and Tropical Medicine","Life Sciences"
"Yang","Bioinspired Materials Science and Engineering","Life Sciences"
"Verma","Plant Bioinformatics","Life Sciences"
"Ludwig","Model Animals in Neuroendocrinology: From Worm to ","Life Sciences"
"Warrington","Horticultural Reviews, Volume 46","Life Sciences"
"Bilezikian","Primer on the Metabolic Bone Diseases and Disorder","Life Sciences"
"Radosevich","Apoptosis and Beyond: The Many Ways Cells Die","Life Sciences"
"Brar","Microbial Sensing in Fermentation","Life Sciences"
"Goldman","Plant Breeding Reviews, Volume 42","Life Sciences"
"Hayes","Novel Proteins for Food, Pharmaceuticals and Agric","Life Sciences"
"Biel","Complex Biological Systems: Adaptation and Toleran","Life Sciences"
"Singh","Diagnostics to Pathogenomics of Sexually Transmitt","Life Sciences"
"Starck","Microscopic Anatomy of the Animals","Life Sciences"
"Seckbach","Diatoms Fundamentals and Applications","Life Sciences"
"Quideau","Recent Advances in Polyphenol Research v6","Life Sciences"
"Hawker","Communicable Disease Control and Health Protection","Life Sciences"
"Kara","Fishes in Lagoons and Estuaries in the Mediterrane","Life Sciences"
"Kara","Fishes in Lagoons and Estuaries in the Mediterrane","Life Sciences"
"Kara","Fishes in Lagoons and Estuaries in the Mediterrane","Life Sciences"
"Tubbs","History of Anatomy: An International Perspective","Life Sciences"
"Shoja","A Guide to the Scientific Career: Virtues, Communi","Life Sciences"
"Tate","Soil Microbiology, Third Edition","Life Sciences"
"Atkinson","Revolutionizing Tropical Medicine: Point-of-Care T","Life Sciences"
"Veenstra","Proteomics for Biological Discovery, Second Editio","Life Sciences"
"de Haan","IMPAIRED VISION: How the visual world may change a","Life Sciences"
"Owen","The True Nature of Disease","Life Sciences"
"Annenkov","Diatom Morphogenesis","Life Sciences"
"Do Linh San","Small Carnivores: Evolution, Ecology, Behaviour an","Life Sciences"
"Thunders","Epigenetics and Health: A Practical Guide","Life Sciences"
"Scott","Genetic Analysis of Complex Disease, Third Edition","Life Sciences"
"de Bruijn","The Model Legume Medicago truncatula - 2 Vol SET","Life Sciences"
"Herzog","Muscle Contraction, Muscle Function and Muscle Pro","Life Sciences"
"Syha","Drug Safety - Approach towards Good Pharmacovigila","Life Sciences"
"Roychoudhury","Molecular Plant Abiotic Stress: Biology and Biotec","Life Sciences"
"Samways","Practical Invertebrate Conservation","Life Sciences"
"Blann","The Biology of Disease - Third Edition","Life Sciences"
"Bolhuis","The Behavior of Animals - Mechanisms, Function and","Life Sciences"
"Carey","Cassidy and Allanson's Management of Genetic Syndr","Life Sciences"
"Koubaa","Fermentation Processes: Emerging and Conventional ","Life Sciences"
"Gillison","Vegetation Classification and Survey: With Special","Life Sciences"
"Fletcher","Bacterial Infections of the Gastrointestinal Tract","Life Sciences"
"Gillespie","Genome Stability: Cancer and Ageing","Life Sciences"
"Melfi","Zoo Animal Learning and Training","Life Sciences"
"Gordon","Diatom Gliding Motility: Biology and Applications","Life Sciences"
"Parray","Soil Bioremediation: An Approach Towards Sustainab","Life Sciences"
"Deshmukh","Metalloids in Plants: Advances and Future Prospect","Life Sciences"
"Watson","Cell Imaging: Essential Methods, 2nd Edition","Life Sciences"
"Grandcolas","Systematic Fundamentals","Life Sciences"
"Nystr?m","Polymeric Nanostructures as Carriers for Drugs and","Life Sciences"
"Visakh","Bio Monomers for Green Polymeric Composite Materia","Life Sciences"
"Ahmad","Photosynthesis, Productivity and Environmental Str","Life Sciences"
"Dwevedi","Disease Proteomics: An Effectual Tool in Disease D","Life Sciences"
"O'Brien","Atlas of Mammalian Chromosomes 2e 2 VOL SET","Life Sciences"
"Guilloux","Marine Genetic Resources 2","Life Sciences"
"Watters","A Guide to Managing Zoo Animal Welfare: a behaviou","Life Sciences"
"Gregory","Plant Roots, 2nd Edition","Life Sciences"
"Rengel","The Roots of Sustainable Agricultural Intensificat","Life Sciences"
"Srivastava","The Plant Microbiome in Sustainable Agriculture (2","Life Sciences"
"Thomas","Arctic Ecology","Life Sciences"
"Wilson","Industrial Microbiology","Life Sciences"
"Boullerne","Glial Cell Biology - A Historical Perspective","Life Sciences"
"Dankwa-Mullan","The Science of Health Disparities Research","Life Sciences"
"Kearney","The Distribution and Abundance of Animals: A Therm","Life Sciences"
"Badot","Radioactive Risk and Terrestrial Ecosystems:	Terre","Life Sciences"
"Crump","Estuarine Ecology, Third Edition","Life Sciences"
"Meah","Control Mechanisms in Human Physiology","Life Sciences"
"Lamb","Statistics for Immunologists","Life Sciences"
"McBride","Translational Genomics and Health","Life Sciences"
"Woodward","Global Plant Ecology","Life Sciences"
"Hussain","Developments in Modern Environmental Biotechnology","Life Sciences"
"Dorman","Structure and Function of the Bacterial Genome","Life Sciences"
"Pizzey","Essential Neuroscience - From Principles to Practi","Life Sciences"
"Berninger","Neural Cell Reprogramming","Life Sciences"
"Tavassoly","A Systems Biology Approach to Pathologic Basis of ","Life Sciences"
"Henne Hansen","Evolutionary Genetics and Applications","Life Sciences"
"Scogings","Herbivores and Savanna Plant Communities","Life Sciences"
"Hasanuzzaman","Reactive Oxygen, Nitrogen and Sulfur Species in Pl","Life Sciences"
"Foottit","Order in Nature: Biological Taxonomy and Systemati","Life Sciences"
"Dasgupta","Nanoscale Perspective on Cell and Molecular Biolog","Life Sciences"
"Ozen","Medical Genomics in Clinical Practice","Life Sciences"
"Stam","The Neurology of Brain Networks","Life Sciences"
"Falkinham","Opportunistic Premise Plumbing Pathogens","Life Sciences"
"Quideau","Recent Advances in Polyphenol Research, Volume 7","Life Sciences"
"Surampalli","Sustainability: Fundamentals and Applications","Life Sciences"
"Turner","Epigenetics and Chromatin: How Epigenetic Processe","Life Sciences"
"Bacon","The Behaviour-Based Approach to Bear Husbandry","Life Sciences"
"Trivedi","Genetic Engineering of Plants: Enhancing Productio","Life Sciences"
"Oliver","Neurobiology of Hearing","Life Sciences"
"Hosken","Genes and Behaviour: Beyond Nature-Nurture","Life Sciences"
"Hichem","Fishes in Lagoons and Estuaries in the Mediterrane","Life Sciences"
"Panagiotakopulu","Biogeography in the Sub-Arctic: The Past and Futur","Life Sciences"
"Khan","Next Generation DNA Sequencing and PCR Protocols &","Life Sciences"
"Taatjes","Microscopy-Based Imaging in Pathology and Disease","Life Sciences"
"Haines","Biotherapeutic Strategies in Precision Medicine: A","Life Sciences"
"Anderson","Marine Ecosystem Modelling: A Practical Introducti","Life Sciences"
"Todkill","An Introduction to Infectious Disease Outbreak Inv","Life Sciences"
"Tecilazich","Diabetic Microvascular Disease","Life Sciences"
"Ashihara","Plant Nucleotide Metabolism - Biosynthesis, Degrad","Life Sciences"
"Battaglia","Neurotechnologies in Systems Neuroscience","Life Sciences"
"M?glich","Introduction to Optogenetics","Life Sciences"
"Pandey","Protein Kinases and Stress Signaling in Plants: Fu","Life Sciences"
"McNutt","Mustard Gas Toxicity","Life Sciences"
"Bergman","Genomics and Infectious Disease","Life Sciences"
"Heimburg","The Biophysics of Nerve cells","Life Sciences"
"Logue","Practical Virology - Fundamental Laboratory Techni","Life Sciences"
"Vemuri","3D Advanced Cell Cultures and Modeling","Life Sciences"
"Guille-Escuret","Social Structures and Natural Systems - Is a Scien","Life Sciences"
"Richardson","Pocket Guide to Fungal Infection, 3rd Edition","Life Sciences"
"Gayon","Knowledge of Life Today: Conversations on Biology:","Life Sciences"
"Datar","Nanotechnology Applications in Biomedicine","Life Sciences"
"Clarke","Robustness Theory and Application","Mathematics & Statistics"
"Nyberg","The Bayesian Way: Introductory Statistics for Econ","Mathematics & Statistics"
"Moghadas","Mathematical Modelling: A Graduate Textbook","Mathematics & Statistics"
"Ibrahimi","Mergers & Acquisitions: Theory, Strategy, Finance","Mathematics & Statistics"
"Azais","Statistical Inference for Piecewise-deterministic ","Mathematics & Statistics"
"Furno","Quantile Regression: Estimation and Simulation., V","Mathematics & Statistics"
"Chihara","Mathematical Statistics with Resampling and R, Sec","Mathematics & Statistics"
"Paolella","Fundamental Statistical Inference: A Computational","Mathematics & Statistics"
"Denis","SPSS Data Analysis for Univariate, Bivariate, and ","Mathematics & Statistics"
"Tsay","Nonlinear Time Series Analysis","Mathematics & Statistics"
"Koshy","Fibonacci and Lucas Numbers with Applications, Vol","Mathematics & Statistics"
"Cook","An Introduction to Envelopes: Dimension Reductionf","Mathematics & Statistics"
"Johnson","Advances in Comparative Survey Methodology","Mathematics & Statistics"
"Cochran","INFORMS Analytics Body of Knowledge oBook","Mathematics & Statistics"
"Fitzmaurice","Applied Longitudinal Analysis, Second Edition","Mathematics & Statistics"
"Alfaro","Ensemble Classification Methods with Applicationsi","Mathematics & Statistics"
"Hassler","Time Series Analysis with Long Memory in View","Mathematics & Statistics"
"Yang","Optimization Techniques and Applications with Exam","Mathematics & Statistics"
"Ogundare","Understanding Least Squares Estimation and Geomati","Mathematics & Statistics"
"Chakraborti","Nonparametric Methods for Statistical Quality Cont","Mathematics & Statistics"
"Francq","GARCH Models: Structure, Statistical Inference and","Mathematics & Statistics"
"Nesselroade","Statistical Applications for the Behavioral and So","Mathematics & Statistics"
"Maronna","Robust Statistics; Theory and Methods (with R) Sec","Mathematics & Statistics"
"Paolella","Linear Models and Time-Series Analysis: Regression","Mathematics & Statistics"
"Sewell","Solving Partial Differential Equation Applications","Mathematics & Statistics"
"Agung","Advanced Time Series Data Analysis: Forecasting Us","Mathematics & Statistics"
"Laga","3D Shape Analysis: Fundamentals, Theory, and Appli","Mathematics & Statistics"
"Saleh","Theory of Ridge Regression Estimators with Applica","Mathematics & Statistics"
"Shahin","Explorations of Mathematical Models in the Managem","Mathematics & Statistics"
"Palma","Handbook of Time Series","Mathematics & Statistics"
"Lim","Theory and Methods for Large Spatial Data","Mathematics & Statistics"
"Korn","Analysis of Health Surveys, Second Edition","Mathematics & Statistics"
"Khashanah","Financial Systems Technology","Mathematics & Statistics"
"Ellenberg","Data Monitoring in Clinical Trials:erspective 2e","Mathematics & Statistics"
"Asadi","Reliability Modeling of Coherent Systems","Mathematics & Statistics"
"Janssen","Stochastic Methods for Insurance","Mathematics & Statistics"
"Cranston","Local Perturbations of the Steady States in the Po","Mathematics & Statistics"
"Vlad","Boolean Functions: Topics in Asynchronicity","Mathematics & Statistics"
"Wei","Multivariate Time Series Analysis and Applications","Mathematics & Statistics"
"Beatty","Advances in Questionnaire Design, Development, Eva","Mathematics & Statistics"
"Lavrakas","Experimental Methods in Survey Research: Technique","Mathematics & Statistics"
"Braumann","Introduction to Stochastic Differential Equationsw","Mathematics & Statistics"
"Kent","Spatial Analysis","Mathematics & Statistics"
"Chun","Administrative Records for Survey Methodology","Mathematics & Statistics"
"Muller","Power and Sample Size for Multilevel and Longitudi","Mathematics & Statistics"
"Strigul","Mathematical Biology and Natural Resource Manageme","Mathematics & Statistics"
"Balakrishnan","Introduction to Probability: Models and Applicatio","Mathematics & Statistics"
